name,address,latitude,longitude
대저중학교,부산광역시 강서구 공항로811번가길 46 ,35.1775866767524,128.956293958325
신라중학교,부산광역시 사상구 백양대로700번길 35-8 ,35.1700623084646,128.993063407141
송정중학교,부산광역시 강서구 가락대로 230-72 ,35.1064447990582,128.84169460034
감천중학교,부산광역시 사하구 감천로73번길 60 ,35.0922105050913,129.000110117459
경남중학교,부산광역시 서구 까치고개로229번길 7 ,35.1011116290963,129.020782133571
다대중학교,부산광역시 사하구 다대로554번길 33 ,35.057376492479,128.968254460479
다선중학교,부산광역시 사하구 다대낙조2길 36 ,35.0527172913278,128.963781760765
다송중학교,부산광역시 사하구 다송로 55 ,35.0643498862778,128.984786184107
당리중학교,부산광역시 사하구 낙동대로356번길 22 ,35.1022329220387,128.980882944765
두송중학교,부산광역시 사하구 다송로 76 ,35.0606593201205,128.982953064948
부산남중학교,부산광역시 영도구 절영로73번길 7 ,35.0882134985997,129.040241427431
부산대신중학교,부산광역시 서구 대신로109번길 10 ,35.1186453378198,129.013583859674
부산여자중학교,부산광역시 서구 보수대로 282-23 ,35.1205619514069,129.014457160117
부산영선중학교,부산광역시 영도구 영상길 83 ,35.0862671884767,129.044666909062
부산중앙여자중학교,부산광역시 서구 대신로 59-32 ,35.1158467273797,129.011033907131
부산체육중학교,부산광역시 영도구 중리북로21번길 5 ,35.072054961404,129.064033975307
사하중학교,부산광역시 사하구 낙동대로302번길 35 ,35.1012478631008,128.982672488752
신선중학교,부산광역시 영도구 복지관길 40 ,35.0803183776544,129.045851252951
영도제일중학교,부산광역시 영도구 중리로 64 ,35.0775918805414,129.068864318425
장림여자중학교,부산광역시 사하구 두송로 64 ,35.0786237804293,128.981222687048
장평중학교,부산광역시 사하구 사하로 134-1 ,35.0939679552934,128.994468452955
초장중학교,부산광역시 서구 해돋이로 205 ,35.0947712497728,129.018221847518
태종대중학교,부산광역시 영도구 함지로79번길 9 ,35.0736739612172,129.064920455253
하남중학교,부산광역시 사하구 하신번영로 206 ,35.0996234691188,128.958925696848
