,index,address,latitude,longitude,cvs
173,173,부산광역시 해운대구 해운대로 540 해운대동백두산위브더제니스 제지하1층104호,35.1597295871407,129.150704866293,7eleven
174,174,부산광역시 영도구 상리로 33 1층일부,35.0846845883966,129.067937389708,7eleven
175,175,부산광역시 사상구 가야대로366번길 14 1층 코너부분,35.1504770376693,129.012495092056,7eleven
176,176,부산광역시 사하구 승학로 17번길 73,35.1094191184336,128.967769498617,7eleven
177,177,부산광역시 금정구 체육공원로 541,35.2890873837474,129.109849154274,7eleven
178,178,부산광역시 해운대구 양운로 182 ,35.1787081580615,129.169943078852,7eleven
179,179,부산광역시 동래구 우장춘로56번길 3,35.2128745520829,129.071743221288,7eleven
180,180,부산광역시 동구 중앙대로274번길 7-3 제1층 102호,35.1211126355306,129.043881421296,7eleven
181,181,부산광역시 연제구 월드컵대로 55,35.1804036552545,129.083414033637,7eleven
182,182,부산시 부산진구 가야대로 772 ,35.156789983664,129.056416218143,7eleven
183,183,부산광역시 기장군 기장읍 동암해안길 30 1층,35.195037927023,129.224156569253,7eleven
184,184,부산광역시 부산진구 전포대로275번길 20 서면롯데캐슬스카이 102-118,35.1620324973564,129.064947735245,7eleven
185,185,부산광역시 연제구 월드컵대로252번길 5,35.1912477820547,129.069581577791,7eleven
186,186,부산광역시 부산진구 가야대로 772,35.156789983664,129.056416218143,7eleven
187,187,부산광역시 동래구 명륜로112번길 41 ,35.203372186123,129.085160227151,7eleven
188,188,부산광역시 수영구 망미로22번길 42 ,35.1710307609872,129.102400559424,7eleven
189,189,부산광역시 수영구 연수로 263번길 13 ,35.1738230991446,129.099511396533,7eleven
190,190,부산광역시 수영구 연수로310번길 26 ,35.1715788034906,129.103694661449,7eleven
191,191,부산광역시 수영구 연수로337-1 1층 전체,35.1719447067837,129.107434102859,7eleven
192,192,부산광역시 동래구 명륜로 222 ,35.2139694459922,129.08366397392,7eleven
193,193,부산광역시 동래구 명륜로 120-1,35.2046287837349,129.082667018635,7eleven
194,194,부산광역시 강서구 명지오션시티8로34번길 30 ,35.0855332768024,128.90948361997,7eleven
195,195,부산광역시 강서구 명지오션시티3로 23 102,0,0,7eleven
196,196,부산광역시 강서구 명지국제6로 99 에이동 1층 143-1호,35.0926651528639,128.909983351738,7eleven
197,197,부산광역시 강서구 명지국제8로 19 ,35.0935884937368,128.900755025979,7eleven
198,198,부산시 강서구 명지오션시티 11로 84 명지동 롯데캐슬 아파트,35.0839924873696,128.904987654806,7eleven
199,199,부산광역시 강서구 명지오션시티12로 10 상가동 101호,35.0817398270463,128.896597335723,7eleven
200,200,부산광역시 강서구 명지국제5로 148번길 10,35.1068642332069,128.922278254068,7eleven
201,201,부산광역시 강서구 명지오션시티9로 49 ,35.0885505161518,128.902150914626,7eleven
202,202,부산광역시 강서구 명지국제8로 235 ,35.0985209665674,128.918604325481,7eleven
203,203,부산광역시 강서구 명지국제7로 37 ,35.0975218758561,128.905203069718,7eleven
204,204,부산광역시 사상구 사상로525번길 28 ,35.1920880762076,128.987233375396,7eleven
205,205,부산광역시 사상구 백양대로 954,35.1912822767401,128.992308713838,7eleven
206,206,부산시 부산진구 모라로 67 ,0,0,7eleven
207,207,부산광역시 사상구 백양대로934번길 56 2층 ,35.1904558834944,128.993459510586,7eleven
208,208,부산광역시 남구 전포대로 90 대진소방 1층,35.144758649818,129.067120227666,7eleven
